win,lose,probability
Milwaukee Bucks,Minnesota Timberwolves,0.539810950058746
New York Knicks,New Orleans Pelicans,0.5346700284618553
San Antonio Spurs,Portland Trail Blazers,0.7107523749483576
Washington Wizards,Brooklyn Nets,0.8206728856546573
Chicago Bulls,Milwaukee Bucks,0.6210462388741061
Cleveland Cavaliers,Charlotte Hornets,0.6477476420777788
Houston Rockets,New York Knicks,0.6542457697264189
Oklahoma City Thunder,Los Angeles Clippers,0.6016848065749167
Memphis Grizzlies,Sacramento Kings,0.6228372591868752
Utah Jazz,Phoenix Suns,0.8064343892282754
San Antonio Spurs,Atlanta Hawks,0.7542282822985529
Indiana Pacers,Orlando Magic,0.6683061281938537
Toronto Raptors,Los Angeles Lakers,0.9552325010692102
Miami Heat,Detroit Pistons,0.5713044357731168
Portland Trail Blazers,Minnesota Timberwolves,0.7821154835364683
Utah Jazz,Brooklyn Nets,0.8042794789828522
Charlotte Hornets,Chicago Bulls,0.5968756056852328
Cleveland Cavaliers,New Orleans Pelicans,0.8726001642957165
Golden State Warriors,Denver Nuggets,0.9310462787979633
Houston Rockets,Washington Wizards,0.5362117790909705
Los Angeles Clippers,Phoenix Suns,0.8937934286397518
Oklahoma City Thunder,Milwaukee Bucks,0.8527402822964734
Orlando Magic,New York Knicks,0.589216301321515
Boston Celtics,Utah Jazz,0.6555068426697039
Washington Wizards,Dallas Mavericks,0.5168057663528933
Denver Nuggets,Sacramento Kings,0.5372717258105778
Detroit Pistons,Indiana Pacers,0.5246189424843193
Memphis Grizzlies,Los Angeles Lakers,0.8879323392481293
Minnesota Timberwolves,Philadelphia 76ers,0.806093803701363
Miami Heat,Phoenix Suns,0.8583753264267245
San Antonio Spurs,Toronto Raptors,0.5916270328115568
Oklahoma City Thunder,Charlotte Hornets,0.6309454673576275
Cleveland Cavaliers,Chicago Bulls,0.697179816526174
Golden State Warriors,Portland Trail Blazers,0.794710116768429
Los Angeles Clippers,Memphis Grizzlies,0.6452460240945546
Milwaukee Bucks,New York Knicks,0.5493922190196391
Atlanta Hawks,Orlando Magic,0.6464986187830606
Miami Heat,Sacramento Kings,0.7425447779703025
Dallas Mavericks,Phoenix Suns,0.789411946010428
San Antonio Spurs,Denver Nuggets,0.8928338580072626
Charlotte Hornets,Detroit Pistons,0.5117356345416063
Oklahoma City Thunder,Houston Rockets,0.7227898570039588
Indiana Pacers,Brooklyn Nets,0.8524260727922178
Atlanta Hawks,New Orleans Pelicans,0.7219109374560412
Portland Trail Blazers,Los Angeles Lakers,0.875510321756703
Toronto Raptors,Utah Jazz,0.6828572710606508
Boston Celtics,Philadelphia 76ers,0.9668519071497423
Cleveland Cavaliers,Brooklyn Nets,0.928516893808264
Golden State Warriors,Memphis Grizzlies,0.860072058069603
Miami Heat,Los Angeles Lakers,0.9326056724166679
New York Knicks,Milwaukee Bucks,0.539954548010503
Houston Rockets,Orlando Magic,0.544429553071287
Los Angeles Clippers,Sacramento Kings,0.758303024267796
Washington Wizards,Minnesota Timberwolves,0.6974760696352191
Boston Celtics,New Orleans Pelicans,0.8052230147343332
Toronto Raptors,Chicago Bulls,0.7600237430874329
Atlanta Hawks,Dallas Mavericks,0.5961989275073327
Indiana Pacers,New York Knicks,0.6990600992905344
Utah Jazz,Minnesota Timberwolves,0.667723806569914
Oklahoma City Thunder,Denver Nuggets,0.8630982157599268
San Antonio Spurs,Charlotte Hornets,0.7560310854672981
Brooklyn Nets,Philadelphia 76ers,0.7885932314300099
Los Angeles Clippers,Miami Heat,0.5101431790121598
Orlando Magic,Los Angeles Lakers,0.828663197881808
Utah Jazz,Memphis Grizzlies,0.5749340551193199
Washington Wizards,Milwaukee Bucks,0.6576441703397462
Cleveland Cavaliers,Phoenix Suns,0.90697997550839
Portland Trail Blazers,Detroit Pistons,0.5281504752096338
Golden State Warriors,Sacramento Kings,0.9025001060652307
Toronto Raptors,Houston Rockets,0.7100196755225867
Oklahoma City Thunder,Chicago Bulls,0.7544197572017644
Dallas Mavericks,Minnesota Timberwolves,0.6801952857380178
New York Knicks,New Orleans Pelicans,0.5098456563195197
Atlanta Hawks,Brooklyn Nets,0.8468633780105749
Golden State Warriors,Miami Heat,0.7787263818643362
Charlotte Hornets,Houston Rockets,0.5568730595052735
Portland Trail Blazers,Los Angeles Lakers,0.9263635735046349
Detroit Pistons,Sacramento Kings,0.6042676036444068
San Antonio Spurs,Milwaukee Bucks,0.8826218998047601
Toronto Raptors,Boston Celtics,0.5778276897798003
Cleveland Cavaliers,Utah Jazz,0.7573028659244464
Chicago Bulls,Washington Wizards,0.5553815590880371
Boston Celtics,Washington Wizards,0.6612317918343388
Los Angeles Clippers,Orlando Magic,0.7487237804991904
Houston Rockets,Minnesota Timberwolves,0.6386160459165195
Oklahoma City Thunder,Memphis Grizzlies,0.7415959099281763
New York Knicks,Philadelphia 76ers,0.8389115270567751
Cleveland Cavaliers,Portland Trail Blazers,0.7307993414746569
New Orleans Pelicans,Brooklyn Nets,0.6541495566229856
Indiana Pacers,Denver Nuggets,0.6304506363809358
Golden State Warriors,Detroit Pistons,0.8692357330223507
Chicago Bulls,New York Knicks,0.7409390661944755
Dallas Mavericks,Phoenix Suns,0.765522424452165
San Antonio Spurs,Los Angeles Lakers,0.9636511835384847
Atlanta Hawks,Boston Celtics,0.553328306606662
Houston Rockets,Memphis Grizzlies,0.5004631093046066
Miami Heat,Milwaukee Bucks,0.7947324023192682
Oklahoma City Thunder,Minnesota Timberwolves,0.8551896271030004
Charlotte Hornets,Philadelphia 76ers,0.9252826839714016
Portland Trail Blazers,Orlando Magic,0.6290169222544854
Cleveland Cavaliers,Sacramento Kings,0.8226903022914933
Toronto Raptors,Brooklyn Nets,0.8998872615557516
Detroit Pistons,Utah Jazz,0.5066361038721046
Chicago Bulls,New Orleans Pelicans,0.6751550494633
Los Angeles Clippers,Los Angeles Lakers,0.9251451503845037
San Antonio Spurs,Phoenix Suns,0.9485794978562079
Utah Jazz,Orlando Magic,0.5959780510671815
Washington Wizards,Philadelphia 76ers,0.943831949377533
Atlanta Hawks,Milwaukee Bucks,0.7695063554892192
Houston Rockets,Brooklyn Nets,0.7832510375973087
Dallas Mavericks,Minnesota Timberwolves,0.6571752230412707
Detroit Pistons,Los Angeles Lakers,0.8798978492122005
Chicago Bulls,Memphis Grizzlies,0.6493821094372489
Oklahoma City Thunder,Sacramento Kings,0.8118083759943303
Toronto Raptors,New York Knicks,0.7833067219715015
Boston Celtics,Charlotte Hornets,0.5732701973975411
Denver Nuggets,Orlando Magic,0.5110698114824596
Golden State Warriors,Cleveland Cavaliers,0.6862865284686605
Indiana Pacers,New Orleans Pelicans,0.7503815289275672
Oklahoma City Thunder,Los Angeles Clippers,0.5895215760331564
Milwaukee Bucks,Philadelphia 76ers,0.8860949041713713
Atlanta Hawks,New York Knicks,0.7375922587597128
Utah Jazz,Phoenix Suns,0.755180806208914
Portland Trail Blazers,Washington Wizards,0.6196952077248412
Toronto Raptors,Brooklyn Nets,0.9256514525842807
Dallas Mavericks,Chicago Bulls,0.5252526095998202
Denver Nuggets,Los Angeles Lakers,0.7829273665895637
Miami Heat,Houston Rockets,0.6118715957752855
San Antonio Spurs,Minnesota Timberwolves,0.9022610285683544
Boston Celtics,New York Knicks,0.7615946403385138
Portland Trail Blazers,Charlotte Hornets,0.5096023508548468
Detroit Pistons,Atlanta Hawks,0.5010568530574474
Golden State Warriors,Oklahoma City Thunder,0.7017601140531602
Houston Rockets,Milwaukee Bucks,0.6588050943601017
Orlando Magic,New Orleans Pelicans,0.5698392387841056
Toronto Raptors,Philadelphia 76ers,0.963621953057493
Indiana Pacers,Sacramento Kings,0.6425468305651312
Memphis Grizzlies,Washington Wizards,0.5064797687827668
Cleveland Cavaliers,Phoenix Suns,0.9283957789480406
Los Angeles Clippers,Minnesota Timberwolves,0.8114463209268235
Miami Heat,Dallas Mavericks,0.5670632619124597
Washington Wizards,New York Knicks,0.6706415224678897
San Antonio Spurs,Denver Nuggets,0.89551542361596
Atlanta Hawks,Chicago Bulls,0.5873172868012281
Toronto Raptors,Charlotte Hornets,0.6380151181444478
Utah Jazz,Dallas Mavericks,0.5231589692735867
Golden State Warriors,Houston Rockets,0.8483678215416177
Indiana Pacers,Los Angeles Lakers,0.8960996717396584
Memphis Grizzlies,Sacramento Kings,0.5446015593987494
New Orleans Pelicans,Brooklyn Nets,0.6839594448536553
Orlando Magic,Milwaukee Bucks,0.5576407577628963
Portland Trail Blazers,Philadelphia 76ers,0.9398222546687306
Atlanta Hawks,Philadelphia 76ers,0.9676082978357338
Boston Celtics,Portland Trail Blazers,0.5157960873787325
Chicago Bulls,Sacramento Kings,0.6074384687733033
Charlotte Hornets,Brooklyn Nets,0.8776920360890449
San Antonio Spurs,Cleveland Cavaliers,0.6548153767997056
Los Angeles Clippers,Denver Nuggets,0.7485913406481288
Detroit Pistons,Washington Wizards,0.5809394323116004
Houston Rockets,Memphis Grizzlies,0.5432579245695032
Miami Heat,Milwaukee Bucks,0.7036973682100792
New York Knicks,Phoenix Suns,0.6631905073535752
Indiana Pacers,Utah Jazz,0.5472838799087771
Dallas Mavericks,Los Angeles Lakers,0.8462771325008558
Denver Nuggets,Minnesota Timberwolves,0.5071790524334896
Golden State Warriors,Orlando Magic,0.8955039906918971
Toronto Raptors,Phoenix Suns,0.8985321576996786
Los Angeles Clippers,Atlanta Hawks,0.5230799087535285
San Antonio Spurs,Brooklyn Nets,0.9609000976884279
Charlotte Hornets,Washington Wizards,0.638109637827654
Detroit Pistons,Sacramento Kings,0.6861260686055675
Indiana Pacers,New York Knicks,0.6990600992905344
Golden State Warriors,Miami Heat,0.8197808411023041
Houston Rockets,Milwaukee Bucks,0.634070979660627
Cleveland Cavaliers,New Orleans Pelicans,0.8591053212863928
Oklahoma City Thunder,Utah Jazz,0.7436583581170976
Utah Jazz,Denver Nuggets,0.5821313030302321
Chicago Bulls,Orlando Magic,0.650456666931022
Los Angeles Clippers,Philadelphia 76ers,0.9492058139832176
Minnesota Timberwolves,Phoenix Suns,0.5945973818247154
San Antonio Spurs,Toronto Raptors,0.7352758597905773
Boston Celtics,Washington Wizards,0.5893302576540539
Boston Celtics,Houston Rockets,0.6839274738766782
Miami Heat,Brooklyn Nets,0.8897983385922399
Atlanta Hawks,Chicago Bulls,0.5845026215569027
Golden State Warriors,Charlotte Hornets,0.7857994588273761
Cleveland Cavaliers,Sacramento Kings,0.8360477104130228
Dallas Mavericks,New York Knicks,0.6047759661108315
Toronto Raptors,Memphis Grizzlies,0.803842518254466
Milwaukee Bucks,Philadelphia 76ers,0.8860949041713713
Oklahoma City Thunder,New Orleans Pelicans,0.8500509291322462
Portland Trail Blazers,Los Angeles Lakers,0.875510321756703
Denver Nuggets,Phoenix Suns,0.7469777297050335
Indiana Pacers,Minnesota Timberwolves,0.7110583765156999
Oklahoma City Thunder,Dallas Mavericks,0.7531183862333556
Utah Jazz,Los Angeles Lakers,0.8595209772452893
Atlanta Hawks,Washington Wizards,0.6665568936152739
Boston Celtics,Orlando Magic,0.73480695088664
Miami Heat,Chicago Bulls,0.6725539309206585
Cleveland Cavaliers,Brooklyn Nets,0.9293833982897767
Indiana Pacers,Sacramento Kings,0.6911735248472329
San Antonio Spurs,New Orleans Pelicans,0.9202318920204626
Charlotte Hornets,New York Knicks,0.7473767572074805
Houston Rockets,Philadelphia 76ers,0.884904077728222
Portland Trail Blazers,Memphis Grizzlies,0.5085970383868088
Toronto Raptors,Milwaukee Bucks,0.7867189742225839
Charlotte Hornets,Sacramento Kings,0.7354802453131689
Golden State Warriors,Los Angeles Clippers,0.763885090527271
Miami Heat,Detroit Pistons,0.5713044357731168
Boston Celtics,Milwaukee Bucks,0.7560859164396772
Minnesota Timberwolves,Brooklyn Nets,0.675053308085096
Denver Nuggets,Phoenix Suns,0.6123609646725074
Memphis Grizzlies,Utah Jazz,0.5261948783800742
Atlanta Hawks,New York Knicks,0.7659006649022364
Chicago Bulls,Philadelphia 76ers,0.9361590462148469
Cleveland Cavaliers,Oklahoma City Thunder,0.5175496501893809
Indiana Pacers,Houston Rockets,0.6114150668081347
Washington Wizards,New Orleans Pelicans,0.6528423602375931
Golden State Warriors,Portland Trail Blazers,0.8441343806000802
San Antonio Spurs,Dallas Mavericks,0.8057157565471325
Toronto Raptors,Orlando Magic,0.7581840365312548
Boston Celtics,Detroit Pistons,0.6465410086355438
Cleveland Cavaliers,Dallas Mavericks,0.7761849081991975
Miami Heat,Brooklyn Nets,0.8526676809119481
Orlando Magic,Minnesota Timberwolves,0.5798342092558713
Sacramento Kings,Philadelphia 76ers,0.8438774872484376
Memphis Grizzlies,Phoenix Suns,0.7762998242229565
Houston Rockets,Sacramento Kings,0.6457798618255918
Denver Nuggets,Los Angeles Lakers,0.7829273665895637
Charlotte Hornets,Portland Trail Blazers,0.5488293564442851
San Antonio Spurs,Oklahoma City Thunder,0.5989711455610054
Toronto Raptors,New Orleans Pelicans,0.8238806033488497
Washington Wizards,New York Knicks,0.6479366745744226
Toronto Raptors,Boston Celtics,0.6142328215817366
New York Knicks,Brooklyn Nets,0.7099521318728641
Cleveland Cavaliers,Minnesota Timberwolves,0.86894365089214
Dallas Mavericks,Philadelphia 76ers,0.9332066680237702
Memphis Grizzlies,Denver Nuggets,0.6104784219853798
Detroit Pistons,New Orleans Pelicans,0.7459460729970495
Golden State Warriors,Charlotte Hornets,0.8299898188111927
Miami Heat,Atlanta Hawks,0.5074221419133307
Oklahoma City Thunder,Chicago Bulls,0.7021927621495225
Indiana Pacers,Orlando Magic,0.6246554049026303
Los Angeles Clippers,Phoenix Suns,0.8683012918947237
Utah Jazz,Milwaukee Bucks,0.6344245950861145
Atlanta Hawks,Houston Rockets,0.5442098593075535
Golden State Warriors,Los Angeles Clippers,0.7550078298694767
San Antonio Spurs,Philadelphia 76ers,0.9853548947255343
Washington Wizards,Los Angeles Lakers,0.868786548145341
Boston Celtics,Los Angeles Lakers,0.9199547355865986
Indiana Pacers,Brooklyn Nets,0.8342262657505743
Denver Nuggets,Milwaukee Bucks,0.5515159702679931
Detroit Pistons,Minnesota Timberwolves,0.7397386561034626
Chicago Bulls,Houston Rockets,0.5485133784565335
Oklahoma City Thunder,Memphis Grizzlies,0.7415959099281763
Toronto Raptors,Orlando Magic,0.8045861443848265
Portland Trail Blazers,Dallas Mavericks,0.5238382020467481
Sacramento Kings,Phoenix Suns,0.7369688290653981
Atlanta Hawks,Orlando Magic,0.7394312720890254
Indiana Pacers,Detroit Pistons,0.5708336586630738
Miami Heat,Philadelphia 76ers,0.9550565791510119
Memphis Grizzlies,Minnesota Timberwolves,0.6933234481098225
Cleveland Cavaliers,New York Knicks,0.8684599549358664
Milwaukee Bucks,Phoenix Suns,0.6429315476673158
Golden State Warriors,Sacramento Kings,0.9025001060652307
San Antonio Spurs,Denver Nuggets,0.89551542361596
Charlotte Hornets,Utah Jazz,0.5830262665508092
Washington Wizards,New Orleans Pelicans,0.7042885327710704
Los Angeles Clippers,Boston Celtics,0.529029866075833
Toronto Raptors,Brooklyn Nets,0.9256514525842807
Oklahoma City Thunder,Portland Trail Blazers,0.6438114514430809
Atlanta Hawks,Utah Jazz,0.660875781782272
Dallas Mavericks,Denver Nuggets,0.5958710017970605
Detroit Pistons,Philadelphia 76ers,0.9539508510432742
Oklahoma City Thunder,Indiana Pacers,0.6798911026531502
San Antonio Spurs,Memphis Grizzlies,0.8899766307226286
Miami Heat,Minnesota Timberwolves,0.7979179357421033
New Orleans Pelicans,Phoenix Suns,0.6807185865731546
New York Knicks,Los Angeles Lakers,0.7430450443151401
Chicago Bulls,Sacramento Kings,0.6677723427768856
Toronto Raptors,Los Angeles Clippers,0.5018372973439739
Cleveland Cavaliers,Washington Wizards,0.742498240647216
Charlotte Hornets,Brooklyn Nets,0.8776920360890449
Portland Trail Blazers,Dallas Mavericks,0.6621368533007497
Houston Rockets,Orlando Magic,0.6213924356755427
Atlanta Hawks,Denver Nuggets,0.7918955430211306
Washington Wizards,Brooklyn Nets,0.8002416374971753
Detroit Pistons,Los Angeles Lakers,0.8908618549746689
Golden State Warriors,Chicago Bulls,0.8347082568214049
Cleveland Cavaliers,Indiana Pacers,0.6955401926754505
Memphis Grizzlies,Phoenix Suns,0.7525158655725608
Miami Heat,Milwaukee Bucks,0.7947324023192682
Toronto Raptors,Minnesota Timberwolves,0.8589241137930239
Utah Jazz,New Orleans Pelicans,0.6585885266085663
Los Angeles Clippers,New York Knicks,0.816996050537069
San Antonio Spurs,Philadelphia 76ers,0.9812337454458014
Boston Celtics,Sacramento Kings,0.697808831675629
Charlotte Hornets,Houston Rockets,0.6615615251222604
Utah Jazz,Dallas Mavericks,0.5231589692735867
Oklahoma City Thunder,Cleveland Cavaliers,0.5053014204382607
Orlando Magic,Philadelphia 76ers,0.9185638232046335
Boston Celtics,Portland Trail Blazers,0.5746589267275246
Miami Heat,Brooklyn Nets,0.8897983385922399
San Antonio Spurs,Detroit Pistons,0.8156747998780277
Golden State Warriors,Memphis Grizzlies,0.8950612180694911
Milwaukee Bucks,Los Angeles Lakers,0.7540129196115553
Minnesota Timberwolves,New Orleans Pelicans,0.519495468626193
Denver Nuggets,New York Knicks,0.5168316116673399
Chicago Bulls,Phoenix Suns,0.8085708483380281
Atlanta Hawks,Sacramento Kings,0.6639090570865301
Indiana Pacers,Washington Wizards,0.5276585798455532
Los Angeles Clippers,Charlotte Hornets,0.5542529951645809
Cleveland Cavaliers,Denver Nuggets,0.8602547426643194
Dallas Mavericks,Orlando Magic,0.5703092619704851
Houston Rockets,Phoenix Suns,0.8225519840181208
Indiana Pacers,Milwaukee Bucks,0.7032964731320392
Golden State Warriors,Oklahoma City Thunder,0.6613753184791997
Miami Heat,Philadelphia 76ers,0.9449912194651094
Boston Celtics,Utah Jazz,0.6082953436410591
Chicago Bulls,Minnesota Timberwolves,0.7334546513978525
San Antonio Spurs,New York Knicks,0.9258782128447973
Sacramento Kings,New Orleans Pelicans,0.5967919658522772
Toronto Raptors,Detroit Pistons,0.6742495253749988
Memphis Grizzlies,Brooklyn Nets,0.8221604758652483
Charlotte Hornets,Philadelphia 76ers,0.9634359553413574
Boston Celtics,Dallas Mavericks,0.6331545696820764
Golden State Warriors,Denver Nuggets,0.8978015651627534
San Antonio Spurs,Indiana Pacers,0.8121090311485828
Miami Heat,Orlando Magic,0.6687320321389061
Detroit Pistons,Milwaukee Bucks,0.6721075127188988
New Orleans Pelicans,Phoenix Suns,0.5867406949019731
Atlanta Hawks,Portland Trail Blazers,0.536127767675054
Los Angeles Clippers,Utah Jazz,0.6784516590414158
Oklahoma City Thunder,Washington Wizards,0.7283200046063985
Toronto Raptors,Chicago Bulls,0.7600237430874329
Sacramento Kings,Los Angeles Lakers,0.813225295419197
Cleveland Cavaliers,Minnesota Timberwolves,0.8639833782492934
Boston Celtics,Philadelphia 76ers,0.9668519071497423
Milwaukee Bucks,Brooklyn Nets,0.7057710318103048
Cleveland Cavaliers,Indiana Pacers,0.7202285773393701
Denver Nuggets,Minnesota Timberwolves,0.6015444931573143
Detroit Pistons,Dallas Mavericks,0.5608015958071482
Golden State Warriors,Sacramento Kings,0.917932082893593
Miami Heat,Houston Rockets,0.6354747261318301
Los Angeles Clippers,Atlanta Hawks,0.6032564412941235
Memphis Grizzlies,New Orleans Pelicans,0.6163107916793863
Oklahoma City Thunder,New York Knicks,0.8442481366810568
San Antonio Spurs,Orlando Magic,0.8904382308858525
Phoenix Suns,Los Angeles Lakers,0.6619419929179012
Toronto Raptors,Charlotte Hornets,0.6031973932572494
Portland Trail Blazers,Utah Jazz,0.6381190901599405
Boston Celtics,Chicago Bulls,0.6218497569881393
Indiana Pacers,Washington Wizards,0.5866593930350783
Cleveland Cavaliers,New York Knicks,0.8410852313175995
Charlotte Hornets,Detroit Pistons,0.5117356345416063
Golden State Warriors,Los Angeles Clippers,0.763885090527271
Houston Rockets,New Orleans Pelicans,0.6291249955076136
Portland Trail Blazers,Orlando Magic,0.7082423794956305
Sacramento Kings,Denver Nuggets,0.5708638075080013
Miami Heat,Atlanta Hawks,0.5020560772851033
Chicago Bulls,Phoenix Suns,0.7973399986303576
Denver Nuggets,Brooklyn Nets,0.7497932347992845
Indiana Pacers,Memphis Grizzlies,0.5515471313131074
San Antonio Spurs,Los Angeles Clippers,0.7450700267660453
Utah Jazz,Milwaukee Bucks,0.6633518419143964
Dallas Mavericks,Minnesota Timberwolves,0.6801952857380178
Oklahoma City Thunder,Los Angeles Lakers,0.9512222045264284
Washington Wizards,Philadelphia 76ers,0.8949945353410148
Toronto Raptors,Boston Celtics,0.5778276897798003
Cleveland Cavaliers,Chicago Bulls,0.697179816526174
Dallas Mavericks,New Orleans Pelicans,0.664458619583096
Golden State Warriors,Brooklyn Nets,0.9665189764136287
Houston Rockets,Minnesota Timberwolves,0.7033039165781135
Miami Heat,Indiana Pacers,0.530965020755208
New York Knicks,Philadelphia 76ers,0.8800795645190514
Atlanta Hawks,Orlando Magic,0.6464986187830606
Charlotte Hornets,Sacramento Kings,0.6752312799729192
Memphis Grizzlies,Denver Nuggets,0.6104784219853798
Boston Celtics,Detroit Pistons,0.5379007952270773
Los Angeles Clippers,Charlotte Hornets,0.5909450843797373
San Antonio Spurs,Los Angeles Lakers,0.976808147064827
Milwaukee Bucks,Phoenix Suns,0.676081007787721
Oklahoma City Thunder,New Orleans Pelicans,0.8752288721971963
Toronto Raptors,Portland Trail Blazers,0.546565867769792
Washington Wizards,Utah Jazz,0.5229524550600547
Boston Celtics,Atlanta Hawks,0.5857406048717623
Cleveland Cavaliers,Milwaukee Bucks,0.8437691166094611
Miami Heat,Dallas Mavericks,0.6831153695423313
Indiana Pacers,Houston Rockets,0.5207317093567927
Toronto Raptors,New York Knicks,0.8635409019456821
Golden State Warriors,Philadelphia 76ers,0.98218542144899
Sacramento Kings,Minnesota Timberwolves,0.5889484077753019
Chicago Bulls,Denver Nuggets,0.6513218815603485
Portland Trail Blazers,Detroit Pistons,0.5692892496829369
Charlotte Hornets,Los Angeles Lakers,0.9088874917461861
Memphis Grizzlies,Phoenix Suns,0.7525158655725608
Oklahoma City Thunder,Utah Jazz,0.7635198437062231
Golden State Warriors,Washington Wizards,0.8519060710497699
Atlanta Hawks,Dallas Mavericks,0.6480407379211893
Cleveland Cavaliers,Boston Celtics,0.6242281678361405
Los Angeles Clippers,Houston Rockets,0.699422156299649
Miami Heat,Philadelphia 76ers,0.9550565791510119
Denver Nuggets,Milwaukee Bucks,0.5022693036326125
Detroit Pistons,New Orleans Pelicans,0.6674059689890899
Orlando Magic,New York Knicks,0.5526475412023298
Sacramento Kings,Brooklyn Nets,0.7398569209803867
San Antonio Spurs,Indiana Pacers,0.7818616485375345
Toronto Raptors,Washington Wizards,0.6883437974299691
Utah Jazz,Minnesota Timberwolves,0.6805613669421521
Golden State Warriors,Chicago Bulls,0.8682803776315609
Charlotte Hornets,Phoenix Suns,0.8137503488042583
Oklahoma City Thunder,Portland Trail Blazers,0.7162231443934512
Cleveland Cavaliers,Atlanta Hawks,0.6186138588409641
Memphis Grizzlies,Dallas Mavericks,0.5524308275046118
Boston Celtics,Los Angeles Lakers,0.9172130703898916
Los Angeles Clippers,Milwaukee Bucks,0.8081217865903781
San Antonio Spurs,New Orleans Pelicans,0.9202318920204626
Miami Heat,Orlando Magic,0.7275361302207473
New York Knicks,Philadelphia 76ers,0.8389115270567751
Oklahoma City Thunder,Phoenix Suns,0.9006463771590405
Utah Jazz,Brooklyn Nets,0.8087576751948105
Toronto Raptors,Washington Wizards,0.7343098201148339
Los Angeles Clippers,Chicago Bulls,0.6908123540629054
Charlotte Hornets,Denver Nuggets,0.6636621747783569
Houston Rockets,Memphis Grizzlies,0.5004631093046066
Cleveland Cavaliers,Miami Heat,0.6951330424526879
Toronto Raptors,Milwaukee Bucks,0.8565273375445613
Detroit Pistons,Philadelphia 76ers,0.90094102205077
Portland Trail Blazers,Brooklyn Nets,0.8293779481870577
San Antonio Spurs,Minnesota Timberwolves,0.9022610285683544
Atlanta Hawks,Indiana Pacers,0.6140995626418285
Oklahoma City Thunder,Dallas Mavericks,0.7632701169760047
New Orleans Pelicans,Los Angeles Lakers,0.7642401378585619
Golden State Warriors,New York Knicks,0.9294352060297865
Boston Celtics,Phoenix Suns,0.8291349730077895
Utah Jazz,Sacramento Kings,0.5947925614522134
Washington Wizards,Orlando Magic,0.6148367799477938
Golden State Warriors,Atlanta Hawks,0.7639221941086365
Charlotte Hornets,Indiana Pacers,0.5839702433981708
Cleveland Cavaliers,Miami Heat,0.6160447707222674
Denver Nuggets,Sacramento Kings,0.5372717258105778
Chicago Bulls,Detroit Pistons,0.5032839660640951
Los Angeles Clippers,Boston Celtics,0.5653564847617504
Memphis Grizzlies,Brooklyn Nets,0.7552899336253452
Orlando Magic,New York Knicks,0.5526475412023298
Milwaukee Bucks,Philadelphia 76ers,0.8361603970517705
San Antonio Spurs,Houston Rockets,0.8330940044433852
Utah Jazz,New Orleans Pelicans,0.6875841149851002
Dallas Mavericks,Los Angeles Lakers,0.8462771325008558
Oklahoma City Thunder,Portland Trail Blazers,0.6438114514430809
Washington Wizards,Phoenix Suns,0.7504443262941236
Atlanta Hawks,Brooklyn Nets,0.8905369985763288
Washington Wizards,Denver Nuggets,0.5759269147078332
Golden State Warriors,Boston Celtics,0.8146649596442316
Houston Rockets,Utah Jazz,0.5298762062166191
Indiana Pacers,Detroit Pistons,0.5708336586630738
Charlotte Hornets,Miami Heat,0.5053717511039819
New York Knicks,Milwaukee Bucks,0.539954548010503
Los Angeles Clippers,Minnesota Timberwolves,0.8111489076737017
Toronto Raptors,New Orleans Pelicans,0.8538952962050164
Chicago Bulls,Orlando Magic,0.650456666931022
San Antonio Spurs,Sacramento Kings,0.8765397496051128
Cleveland Cavaliers,Detroit Pistons,0.7005023414443116
Los Angeles Clippers,Memphis Grizzlies,0.7429953763792756
San Antonio Spurs,Oklahoma City Thunder,0.6494031155916347
Phoenix Suns,Los Angeles Lakers,0.6619419929179012
Portland Trail Blazers,Philadelphia 76ers,0.9469450098877171
Toronto Raptors,Atlanta Hawks,0.6085628205967935
Chicago Bulls,Houston Rockets,0.5210401968267585
Charlotte Hornets,Orlando Magic,0.7145386110918407
Dallas Mavericks,Brooklyn Nets,0.7918868188934527
Boston Celtics,Denver Nuggets,0.6866707896684481
Indiana Pacers,Milwaukee Bucks,0.7070063999018776
Golden State Warriors,Minnesota Timberwolves,0.9268589774513302
Washington Wizards,Sacramento Kings,0.588643322225272
Charlotte Hornets,New Orleans Pelicans,0.7887895504024912
Dallas Mavericks,Phoenix Suns,0.789411946010428
Detroit Pistons,New York Knicks,0.6940844904450941
Los Angeles Clippers,Philadelphia 76ers,0.9691034760648847
Atlanta Hawks,Memphis Grizzlies,0.6454185265152836
Toronto Raptors,Miami Heat,0.686075242881268
Milwaukee Bucks,Minnesota Timberwolves,0.5162857978333056
Oklahoma City Thunder,Utah Jazz,0.7635198437062231
Cleveland Cavaliers,Orlando Magic,0.8111656629849049
Portland Trail Blazers,Washington Wizards,0.5442936511564401
Sacramento Kings,Denver Nuggets,0.5708638075080013
Golden State Warriors,San Antonio Spurs,0.5896052807185468
Boston Celtics,Chicago Bulls,0.5815212080329707
New York Knicks,Brooklyn Nets,0.7099521318728641
Cleveland Cavaliers,Houston Rockets,0.7371525406817053
Miami Heat,Indiana Pacers,0.5867885689484978
Los Angeles Lakers,Philadelphia 76ers,0.6851901991539873
Portland Trail Blazers,Phoenix Suns,0.8463903969894363
Charlotte Hornets,Chicago Bulls,0.5566067051901844
Denver Nuggets,Los Angeles Lakers,0.8125810086726967
Memphis Grizzlies,Milwaukee Bucks,0.5588054547647304
Washington Wizards,Minnesota Timberwolves,0.6620524962427112
